employee_id,first_name,last_name,email,country,city,job_title,department,currency,annual_salary_local,annual_salary_usd,hire_date,years_of_service,performance,remote_status
IND0080,IndEmp80,Last1080,ind80@company.com,India,Mumbai,Software Engineer,HR,INR,959645,11515.74,2019-05-30,6.7,Outstanding,On-Site
IND0081,IndEmp81,Last1081,ind81@company.com,India,Delhi,Software Engineer,Product,INR,990582,11886.98,2016-06-20,9.6,Satisfactory,On-Site
IND0082,IndEmp82,Last1082,ind82@company.com,India,Mumbai,Sales Manager,Engineering,INR,1293566,15522.79,2017-01-24,9.0,Excellent,Hybrid
IND0083,IndEmp83,Last1083,ind83@company.com,India,Bangalore,Data Scientist,Finance,INR,1979276,23751.31,2018-08-31,7.4,Satisfactory,Hybrid
IND0084,IndEmp84,Last1084,ind84@company.com,India,Hyderabad,Product Manager,Sales,INR,2751693,33020.32,2018-08-02,7.5,Excellent,Remote
IND0085,IndEmp85,Last1085,ind85@company.com,India,Pune,Data Scientist,Sales,INR,1130835,13570.02,2021-10-12,4.3,Outstanding,Hybrid
IND0086,IndEmp86,Last1086,ind86@company.com,India,Bangalore,Data Scientist,Marketing,INR,1373145,16477.74,2021-02-17,4.9,Excellent,On-Site
IND0087,IndEmp87,Last1087,ind87@company.com,India,Pune,Product Manager,Engineering,INR,1674220,20090.64,2018-11-01,7.2,Excellent,On-Site
IND0088,IndEmp88,Last1088,ind88@company.com,India,Bangalore,Product Manager,Marketing,INR,1757989,21095.87,2019-03-10,6.9,Good,Remote
IND0089,IndEmp89,Last1089,ind89@company.com,India,Delhi,Software Engineer,Finance,INR,976461,11717.53,2025-04-13,0.8,Good,Hybrid
IND0090,IndEmp90,Last1090,ind90@company.com,India,Bangalore,Software Engineer,Engineering,INR,1421877,17062.52,2024-05-27,1.7,Satisfactory,Hybrid
IND0091,IndEmp91,Last1091,ind91@company.com,India,Delhi,Senior Software Engineer,Engineering,INR,2491705,29900.46,2021-09-07,4.4,Satisfactory,Hybrid
IND0092,IndEmp92,Last1092,ind92@company.com,India,Bangalore,Product Manager,HR,INR,2147066,25764.79,2016-08-09,9.5,Excellent,Remote
IND0093,IndEmp93,Last1093,ind93@company.com,India,Pune,Product Manager,Engineering,INR,2745485,32945.82,2016-11-24,9.2,Good,Hybrid
IND0094,IndEmp94,Last1094,ind94@company.com,India,Bangalore,Sales Manager,Finance,INR,1017538,12210.46,2021-07-31,4.5,Outstanding,Hybrid
IND0095,IndEmp95,Last1095,ind95@company.com,India,Pune,Engineering Manager,Sales,INR,3426326,41115.91,2025-03-03,0.9,Excellent,Remote
IND0096,IndEmp96,Last1096,ind96@company.com,India,Mumbai,Engineering Manager,Sales,INR,2164966,25979.59,2021-10-06,4.3,Satisfactory,Remote
IND0097,IndEmp97,Last1097,ind97@company.com,India,Pune,Sales Manager,Engineering,INR,1422303,17067.64,2022-01-16,4.0,Satisfactory,On-Site
IND0098,IndEmp98,Last1098,ind98@company.com,India,Mumbai,Senior Software Engineer,Engineering,INR,2093481,25121.77,2025-09-02,0.4,Excellent,Hybrid
IND0099,IndEmp99,Last1099,ind99@company.com,India,Delhi,Product Manager,Finance,INR,1432105,17185.26,2017-03-07,8.9,Good,Hybrid
IND0100,IndEmp100,Last1100,ind100@company.com,India,Bangalore,Engineering Manager,Sales,INR,3884531,46614.37,2025-11-20,0.2,Outstanding,Hybrid
IND0101,IndEmp101,Last1101,ind101@company.com,India,Bangalore,Sales Manager,Product,INR,744894,8938.73,2021-07-11,4.5,Satisfactory,On-Site
IND0102,IndEmp102,Last1102,ind102@company.com,India,Delhi,Engineering Manager,Product,INR,2624756,31497.07,2017-10-05,8.3,Outstanding,Remote
IND0103,IndEmp103,Last1103,ind103@company.com,India,Bangalore,Sales Manager,Marketing,INR,848468,10181.62,2020-08-03,5.5,Outstanding,Remote
IND0104,IndEmp104,Last1104,ind104@company.com,India,Bangalore,Sales Manager,Product,INR,1380301,16563.61,2024-08-10,1.5,Outstanding,Hybrid
IND0105,IndEmp105,Last1105,ind105@company.com,India,Mumbai,Software Engineer,HR,INR,1378344,16540.13,2019-03-21,6.9,Outstanding,Remote
IND0106,IndEmp106,Last1106,ind106@company.com,India,Delhi,Software Engineer,Product,INR,1421292,17055.5,2019-05-26,6.7,Outstanding,Remote
IND0107,IndEmp107,Last1107,ind107@company.com,India,Pune,Product Manager,Sales,INR,2007459,24089.51,2016-12-21,9.1,Outstanding,On-Site
IND0108,IndEmp108,Last1108,ind108@company.com,India,Mumbai,Engineering Manager,Engineering,INR,2576001,30912.01,2022-06-19,3.6,Excellent,Hybrid
IND0109,IndEmp109,Last1109,ind109@company.com,India,Mumbai,Software Engineer,Marketing,INR,1026610,12319.32,2023-01-01,3.1,Excellent,On-Site
IND0110,IndEmp110,Last1110,ind110@company.com,India,Pune,Data Scientist,Product,INR,2160580,25926.96,2024-03-22,1.8,Outstanding,Remote
IND0111,IndEmp111,Last1111,ind111@company.com,India,Delhi,Software Engineer,Marketing,INR,1729478,20753.74,2016-07-27,9.5,Excellent,Remote
IND0112,IndEmp112,Last1112,ind112@company.com,India,Bangalore,Product Manager,Product,INR,1469287,17631.44,2025-12-31,0.1,Outstanding,On-Site
IND0113,IndEmp113,Last1113,ind113@company.com,India,Hyderabad,Sales Manager,Marketing,INR,1322571,15870.85,2016-02-16,9.9,Satisfactory,On-Site
IND0114,IndEmp114,Last1114,ind114@company.com,India,Hyderabad,Senior Software Engineer,HR,INR,2232349,26788.19,2024-06-19,1.6,Satisfactory,Hybrid
IND0115,IndEmp115,Last1115,ind115@company.com,India,Bangalore,Senior Software Engineer,HR,INR,2166055,25992.66,2019-03-24,6.8,Excellent,On-Site
IND0116,IndEmp116,Last1116,ind116@company.com,India,Hyderabad,Product Manager,Sales,INR,2583561,31002.73,2025-01-31,1.0,Satisfactory,Remote
IND0117,IndEmp117,Last1117,ind117@company.com,India,Bangalore,Engineering Manager,HR,INR,2988341,35860.09,2023-12-02,2.2,Outstanding,On-Site
IND0118,IndEmp118,Last1118,ind118@company.com,India,Mumbai,Data Scientist,Marketing,INR,2131880,25582.56,2020-05-19,5.7,Excellent,Hybrid
IND0119,IndEmp119,Last1119,ind119@company.com,India,Mumbai,Software Engineer,Finance,INR,1103129,13237.55,2024-10-22,1.3,Satisfactory,Hybrid
IND0120,IndEmp120,Last1120,ind120@company.com,India,Bangalore,Senior Software Engineer,Engineering,INR,2135040,25620.48,2018-07-23,7.5,Good,Hybrid
IND0121,IndEmp121,Last1121,ind121@company.com,India,Hyderabad,Senior Software Engineer,HR,INR,2711572,32538.86,2023-04-03,2.8,Satisfactory,Remote
IND0122,IndEmp122,Last1122,ind122@company.com,India,Delhi,Software Engineer,Product,INR,1676383,20116.6,2025-06-26,0.6,Excellent,Remote
IND0123,IndEmp123,Last1123,ind123@company.com,India,Bangalore,Product Manager,Product,INR,2379831,28557.97,2024-10-08,1.3,Satisfactory,On-Site
IND0124,IndEmp124,Last1124,ind124@company.com,India,Mumbai,Engineering Manager,Finance,INR,3367226,40406.71,2021-05-16,4.7,Good,Remote
IND0125,IndEmp125,Last1125,ind125@company.com,India,Bangalore,Software Engineer,Product,INR,1241974,14903.69,2023-07-09,2.6,Satisfactory,Remote
IND0126,IndEmp126,Last1126,ind126@company.com,India,Pune,Product Manager,HR,INR,1762763,21153.16,2025-03-31,0.8,Satisfactory,Remote
IND0127,IndEmp127,Last1127,ind127@company.com,India,Delhi,Product Manager,Marketing,INR,1603963,19247.56,2023-08-25,2.4,Excellent,Hybrid
IND0128,IndEmp128,Last1128,ind128@company.com,India,Mumbai,Data Scientist,Finance,INR,1286061,15432.73,2020-12-09,5.1,Good,Hybrid
IND0129,IndEmp129,Last1129,ind129@company.com,India,Bangalore,Senior Software Engineer,Finance,INR,2504415,30052.98,2024-08-23,1.4,Outstanding,Hybrid
IND0130,IndEmp130,Last1130,ind130@company.com,India,Pune,Senior Software Engineer,Marketing,INR,2033013,24396.16,2016-07-09,9.5,Satisfactory,Remote
IND0131,IndEmp131,Last1131,ind131@company.com,India,Hyderabad,Data Scientist,HR,INR,1461066,17532.79,2016-02-18,9.9,Excellent,On-Site
IND0132,IndEmp132,Last1132,ind132@company.com,India,Delhi,Engineering Manager,Product,INR,2712761,32553.13,2019-08-04,6.5,Outstanding,Hybrid
IND0133,IndEmp133,Last1133,ind133@company.com,India,Mumbai,Engineering Manager,HR,INR,4051909,48622.91,2016-05-27,9.7,Satisfactory,Hybrid
IND0134,IndEmp134,Last1134,ind134@company.com,India,Pune,Data Scientist,Finance,INR,1030416,12364.99,2017-11-19,8.2,Excellent,Remote
IND0135,IndEmp135,Last1135,ind135@company.com,India,Mumbai,Data Scientist,HR,INR,1910685,22928.22,2019-07-29,6.5,Excellent,On-Site
IND0136,IndEmp136,Last1136,ind136@company.com,India,Bangalore,Software Engineer,Marketing,INR,1338065,16056.78,2025-07-29,0.5,Outstanding,Hybrid
IND0137,IndEmp137,Last1137,ind137@company.com,India,Bangalore,Engineering Manager,Marketing,INR,3653898,43846.78,2020-09-11,5.4,Satisfactory,Remote
IND0138,IndEmp138,Last1138,ind138@company.com,India,Bangalore,Software Engineer,Finance,INR,1485616,17827.39,2017-08-17,8.4,Satisfactory,Remote
IND0139,IndEmp139,Last1139,ind139@company.com,India,Mumbai,Senior Software Engineer,Finance,INR,2551631,30619.57,2022-10-03,3.3,Outstanding,Remote
IND0140,IndEmp140,Last1140,ind140@company.com,India,Mumbai,Product Manager,Finance,INR,2703069,32436.83,2022-08-27,3.4,Satisfactory,On-Site
IND0141,IndEmp141,Last1141,ind141@company.com,India,Pune,Sales Manager,Marketing,INR,1312011,15744.13,2025-10-19,0.3,Excellent,On-Site
IND0142,IndEmp142,Last1142,ind142@company.com,India,Hyderabad,Product Manager,Finance,INR,1687859,20254.31,2017-03-19,8.9,Satisfactory,On-Site
IND0143,IndEmp143,Last1143,ind143@company.com,India,Bangalore,Sales Manager,Marketing,INR,701429,8417.15,2016-06-03,9.6,Good,On-Site
IND0144,IndEmp144,Last1144,ind144@company.com,India,Hyderabad,Software Engineer,Finance,INR,1210997,14531.96,2021-04-18,4.8,Excellent,On-Site
IND0145,IndEmp145,Last1145,ind145@company.com,India,Hyderabad,Software Engineer,Finance,INR,1550594,18607.13,2016-03-12,9.9,Outstanding,On-Site
IND0146,IndEmp146,Last1146,ind146@company.com,India,Bangalore,Sales Manager,Engineering,INR,1081671,12980.05,2016-02-11,10.0,Satisfactory,Hybrid
IND0147,IndEmp147,Last1147,ind147@company.com,India,Hyderabad,Product Manager,Sales,INR,2598416,31180.99,2025-08-12,0.5,Excellent,On-Site
IND0148,IndEmp148,Last1148,ind148@company.com,India,Mumbai,Engineering Manager,Product,INR,2281043,27372.52,2019-10-14,6.3,Good,Remote
IND0149,IndEmp149,Last1149,ind149@company.com,India,Pune,Engineering Manager,Finance,INR,2476295,29715.54,2018-10-17,7.3,Excellent,On-Site
IND0150,IndEmp150,Last1150,ind150@company.com,India,Hyderabad,Senior Software Engineer,HR,INR,2472061,29664.73,2022-02-12,4.0,Satisfactory,Hybrid
IND0151,IndEmp151,Last1151,ind151@company.com,India,Hyderabad,Software Engineer,Marketing,INR,966447,11597.36,2021-11-21,4.2,Satisfactory,On-Site
IND0152,IndEmp152,Last1152,ind152@company.com,India,Delhi,Engineering Manager,Finance,INR,2514680,30176.16,2020-10-19,5.3,Good,Hybrid
IND0153,IndEmp153,Last1153,ind153@company.com,India,Bangalore,Engineering Manager,Product,INR,3544115,42529.38,2017-02-06,9.0,Satisfactory,Remote
IND0154,IndEmp154,Last1154,ind154@company.com,India,Hyderabad,Software Engineer,Engineering,INR,1309660,15715.92,2024-01-25,2.0,Outstanding,Remote
IND0155,IndEmp155,Last1155,ind155@company.com,India,Mumbai,Data Scientist,Marketing,INR,1234932,14819.18,2018-04-03,7.8,Excellent,Remote
IND0156,IndEmp156,Last1156,ind156@company.com,India,Pune,Engineering Manager,Finance,INR,2095169,25142.03,2022-10-14,3.3,Excellent,Hybrid
IND0157,IndEmp157,Last1157,ind157@company.com,India,Bangalore,Data Scientist,Sales,INR,1881076,22572.91,2021-02-03,5.0,Excellent,Remote
IND0158,IndEmp158,Last1158,ind158@company.com,India,Delhi,Software Engineer,Finance,INR,1740946,20891.35,2023-06-20,2.6,Good,Hybrid
IND0159,IndEmp159,Last1159,ind159@company.com,India,Hyderabad,Engineering Manager,Marketing,INR,3437775,41253.3,2018-09-20,7.4,Satisfactory,Hybrid
IND0160,IndEmp160,Last1160,ind160@company.com,India,Hyderabad,Data Scientist,Product,INR,2189612,26275.34,2024-08-04,1.5,Good,Remote
IND0161,IndEmp161,Last1161,ind161@company.com,India,Bangalore,Product Manager,Product,INR,2079935,24959.22,2022-11-03,3.2,Good,Hybrid
IND0162,IndEmp162,Last1162,ind162@company.com,India,Mumbai,Product Manager,Finance,INR,1648888,19786.66,2019-02-19,6.9,Good,Remote
IND0163,IndEmp163,Last1163,ind163@company.com,India,Mumbai,Senior Software Engineer,Product,INR,3197449,38369.39,2017-02-28,8.9,Excellent,Remote
IND0164,IndEmp164,Last1164,ind164@company.com,India,Mumbai,Software Engineer,Marketing,INR,1232006,14784.07,2019-08-18,6.4,Good,Hybrid
IND0165,IndEmp165,Last1165,ind165@company.com,India,Bangalore,Senior Software Engineer,Finance,INR,2230241,26762.89,2019-10-07,6.3,Good,Hybrid
IND0166,IndEmp166,Last1166,ind166@company.com,India,Delhi,Senior Software Engineer,Product,INR,2582059,30984.71,2021-01-16,5.0,Good,Remote
IND0167,IndEmp167,Last1167,ind167@company.com,India,Mumbai,Software Engineer,Marketing,INR,1324214,15890.57,2020-06-21,5.6,Good,Remote
IND0168,IndEmp168,Last1168,ind168@company.com,India,Delhi,Software Engineer,Sales,INR,1674368,20092.42,2019-12-12,6.1,Good,Hybrid
IND0169,IndEmp169,Last1169,ind169@company.com,India,Mumbai,Data Scientist,HR,INR,2203193,26438.32,2018-08-05,7.5,Satisfactory,Hybrid
IND0170,IndEmp170,Last1170,ind170@company.com,India,Pune,Sales Manager,Engineering,INR,817771,9813.25,2017-11-13,8.2,Excellent,On-Site
IND0171,IndEmp171,Last1171,ind171@company.com,India,Bangalore,Engineering Manager,Marketing,INR,2490213,29882.56,2022-08-14,3.5,Excellent,Hybrid
IND0172,IndEmp172,Last1172,ind172@company.com,India,Bangalore,Data Scientist,HR,INR,1193946,14327.35,2022-05-31,3.7,Excellent,On-Site
IND0173,IndEmp173,Last1173,ind173@company.com,India,Hyderabad,Engineering Manager,Product,INR,2931738,35180.86,2017-04-23,8.8,Outstanding,Remote
IND0174,IndEmp174,Last1174,ind174@company.com,India,Bangalore,Engineering Manager,HR,INR,3868386,46420.63,2018-06-24,7.6,Satisfactory,Remote
IND0175,IndEmp175,Last1175,ind175@company.com,India,Delhi,Product Manager,HR,INR,1966386,23596.63,2019-04-23,6.8,Outstanding,On-Site
IND0176,IndEmp176,Last1176,ind176@company.com,India,Pune,Data Scientist,Sales,INR,1833739,22004.87,2024-05-31,1.7,Satisfactory,Hybrid
IND0177,IndEmp177,Last1177,ind177@company.com,India,Hyderabad,Software Engineer,Sales,INR,1198477,14381.72,2022-03-16,3.9,Satisfactory,On-Site
IND0178,IndEmp178,Last1178,ind178@company.com,India,Pune,Software Engineer,Finance,INR,1126172,13514.06,2017-11-28,8.2,Satisfactory,Hybrid
IND0179,IndEmp179,Last1179,ind179@company.com,India,Pune,Data Scientist,Finance,INR,1343493,16121.92,2017-01-13,9.0,Satisfactory,Remote
IND0180,IndEmp180,Last1180,ind180@company.com,India,Mumbai,Engineering Manager,Sales,INR,2361037,28332.44,2024-06-17,1.6,Satisfactory,On-Site
IND0181,IndEmp181,Last1181,ind181@company.com,India,Pune,Data Scientist,Engineering,INR,1138654,13663.85,2019-06-13,6.6,Outstanding,Hybrid
IND0182,IndEmp182,Last1182,ind182@company.com,India,Mumbai,Sales Manager,HR,INR,986606,11839.27,2021-06-04,4.6,Satisfactory,On-Site
IND0183,IndEmp183,Last1183,ind183@company.com,India,Mumbai,Engineering Manager,Marketing,INR,2574313,30891.76,2023-11-02,2.2,Good,On-Site
IND0184,IndEmp184,Last1184,ind184@company.com,India,Hyderabad,Product Manager,HR,INR,1388568,16662.82,2016-11-04,9.2,Good,Hybrid
IND0185,IndEmp185,Last1185,ind185@company.com,India,Bangalore,Engineering Manager,Engineering,INR,3943857,47326.28,2023-07-22,2.5,Excellent,Hybrid
IND0186,IndEmp186,Last1186,ind186@company.com,India,Pune,Data Scientist,Engineering,INR,2343341,28120.09,2016-09-18,9.4,Good,Hybrid
IND0187,IndEmp187,Last1187,ind187@company.com,India,Mumbai,Senior Software Engineer,Engineering,INR,2831560,33978.72,2018-05-11,7.7,Outstanding,Hybrid
IND0188,IndEmp188,Last1188,ind188@company.com,India,Hyderabad,Product Manager,HR,INR,1439932,17279.18,2019-05-10,6.7,Satisfactory,On-Site
IND0189,IndEmp189,Last1189,ind189@company.com,India,Pune,Product Manager,Finance,INR,1840879,22090.55,2019-01-11,7.0,Outstanding,Hybrid
IND0190,IndEmp190,Last1190,ind190@company.com,India,Hyderabad,Engineering Manager,Product,INR,2073589,24883.07,2016-08-04,9.5,Outstanding,Remote
IND0191,IndEmp191,Last1191,ind191@company.com,India,Mumbai,Data Scientist,Sales,INR,1966879,23602.55,2016-03-22,9.8,Excellent,Remote
IND0192,IndEmp192,Last1192,ind192@company.com,India,Hyderabad,Data Scientist,Engineering,INR,1757414,21088.97,2021-05-14,4.7,Good,Hybrid
IND0193,IndEmp193,Last1193,ind193@company.com,India,Mumbai,Engineering Manager,Finance,INR,2322234,27866.81,2020-04-23,5.8,Excellent,Remote
IND0194,IndEmp194,Last1194,ind194@company.com,India,Hyderabad,Engineering Manager,Sales,INR,2701018,32412.22,2019-12-22,6.1,Good,Hybrid
IND0195,IndEmp195,Last1195,ind195@company.com,India,Hyderabad,Sales Manager,Engineering,INR,1431871,17182.45,2018-05-09,7.7,Good,Remote
IND0196,IndEmp196,Last1196,ind196@company.com,India,Hyderabad,Software Engineer,Sales,INR,1043601,12523.21,2020-04-05,5.8,Satisfactory,Hybrid
IND0197,IndEmp197,Last1197,ind197@company.com,India,Mumbai,Data Scientist,Product,INR,1341896,16102.75,2024-12-03,1.1,Excellent,Remote
IND0198,IndEmp198,Last1198,ind198@company.com,India,Pune,Engineering Manager,Engineering,INR,2478011,29736.13,2021-05-23,4.7,Outstanding,Remote
IND0199,IndEmp199,Last1199,ind199@company.com,India,Hyderabad,Software Engineer,Finance,INR,1402811,16833.73,2022-03-02,3.9,Good,Remote
IND0200,IndEmp200,Last1200,ind200@company.com,India,Hyderabad,Product Manager,Product,INR,2553360,30640.32,2020-03-16,5.9,Good,Remote
IND0201,IndEmp201,Last1201,ind201@company.com,India,Mumbai,Sales Manager,Finance,INR,824357,9892.28,2023-07-31,2.5,Excellent,On-Site
IND0202,IndEmp202,Last1202,ind202@company.com,India,Mumbai,Senior Software Engineer,Product,INR,2444723,29336.68,2024-08-31,1.4,Outstanding,Hybrid
IND0203,IndEmp203,Last1203,ind203@company.com,India,Bangalore,Sales Manager,Marketing,INR,817149,9805.79,2025-03-14,0.9,Satisfactory,Remote
IND0204,IndEmp204,Last1204,ind204@company.com,India,Delhi,Senior Software Engineer,HR,INR,2026109,24313.31,2025-09-14,0.4,Outstanding,Hybrid
IND0205,IndEmp205,Last1205,ind205@company.com,India,Bangalore,Software Engineer,Sales,INR,1165302,13983.62,2025-08-02,0.5,Outstanding,Remote
IND0206,IndEmp206,Last1206,ind206@company.com,India,Delhi,Software Engineer,Product,INR,1531024,18372.29,2023-10-08,2.3,Excellent,On-Site
IND0207,IndEmp207,Last1207,ind207@company.com,India,Mumbai,Data Scientist,Finance,INR,1061360,12736.32,2025-01-20,1.0,Good,On-Site
IND0208,IndEmp208,Last1208,ind208@company.com,India,Delhi,Data Scientist,Finance,INR,1738623,20863.48,2024-04-09,1.8,Excellent,On-Site
IND0209,IndEmp209,Last1209,ind209@company.com,India,Delhi,Engineering Manager,Engineering,INR,2286626,27439.51,2024-12-17,1.1,Excellent,On-Site
IND0210,IndEmp210,Last1210,ind210@company.com,India,Delhi,Senior Software Engineer,Engineering,INR,2391096,28693.15,2024-02-23,1.9,Outstanding,Remote
IND0211,IndEmp211,Last1211,ind211@company.com,India,Delhi,Engineering Manager,Product,INR,3991101,47893.21,2021-12-17,4.1,Satisfactory,On-Site
IND0212,IndEmp212,Last1212,ind212@company.com,India,Hyderabad,Software Engineer,Marketing,INR,1089633,13075.6,2016-09-16,9.4,Satisfactory,Remote
IND0213,IndEmp213,Last1213,ind213@company.com,India,Bangalore,Engineering Manager,Sales,INR,2954431,35453.17,2021-07-02,4.6,Outstanding,Hybrid
IND0214,IndEmp214,Last1214,ind214@company.com,India,Pune,Software Engineer,Sales,INR,1444973,17339.68,2024-07-19,1.5,Good,On-Site
IND0215,IndEmp215,Last1215,ind215@company.com,India,Hyderabad,Sales Manager,Marketing,INR,742581,8910.97,2025-02-24,0.9,Outstanding,Hybrid
IND0216,IndEmp216,Last1216,ind216@company.com,India,Hyderabad,Data Scientist,Finance,INR,1958284,23499.41,2019-05-04,6.7,Satisfactory,Remote
IND0217,IndEmp217,Last1217,ind217@company.com,India,Pune,Engineering Manager,Product,INR,3708265,44499.18,2022-10-24,3.3,Outstanding,Hybrid
IND0218,IndEmp218,Last1218,ind218@company.com,India,Bangalore,Sales Manager,Finance,INR,1085290,13023.48,2024-01-23,2.0,Satisfactory,On-Site
IND0219,IndEmp219,Last1219,ind219@company.com,India,Delhi,Software Engineer,Finance,INR,1315623,15787.48,2021-02-27,4.9,Outstanding,Remote
IND0220,IndEmp220,Last1220,ind220@company.com,India,Delhi,Senior Software Engineer,Engineering,INR,2627979,31535.75,2021-07-31,4.5,Excellent,Remote
IND0221,IndEmp221,Last1221,ind221@company.com,India,Mumbai,Data Scientist,HR,INR,1417514,17010.17,2022-04-10,3.8,Satisfactory,Remote
IND0222,IndEmp222,Last1222,ind222@company.com,India,Pune,Senior Software Engineer,Sales,INR,2690669,32288.03,2017-12-09,8.1,Good,On-Site
IND0223,IndEmp223,Last1223,ind223@company.com,India,Delhi,Product Manager,Marketing,INR,2046790,24561.48,2020-09-26,5.3,Satisfactory,On-Site
IND0224,IndEmp224,Last1224,ind224@company.com,India,Pune,Data Scientist,Engineering,INR,1309065,15708.78,2017-06-17,8.6,Outstanding,Hybrid
IND0225,IndEmp225,Last1225,ind225@company.com,India,Mumbai,Product Manager,Engineering,INR,2342858,28114.3,2023-06-26,2.6,Outstanding,On-Site
IND0226,IndEmp226,Last1226,ind226@company.com,India,Pune,Software Engineer,Finance,INR,1770645,21247.74,2025-04-22,0.8,Outstanding,Remote
IND0227,IndEmp227,Last1227,ind227@company.com,India,Hyderabad,Product Manager,Product,INR,2567904,30814.85,2018-06-15,7.6,Good,On-Site
IND0228,IndEmp228,Last1228,ind228@company.com,India,Bangalore,Engineering Manager,Finance,INR,2404052,28848.62,2017-07-19,8.5,Satisfactory,Hybrid
IND0229,IndEmp229,Last1229,ind229@company.com,India,Pune,Senior Software Engineer,Marketing,INR,2415646,28987.75,2018-08-25,7.4,Good,On-Site
IND0230,IndEmp230,Last1230,ind230@company.com,India,Bangalore,Data Scientist,Engineering,INR,2133571,25602.85,2019-12-11,6.1,Satisfactory,Remote
IND0231,IndEmp231,Last1231,ind231@company.com,India,Pune,Product Manager,Marketing,INR,2243960,26927.52,2022-07-18,3.5,Satisfactory,Remote
IND0232,IndEmp232,Last1232,ind232@company.com,India,Hyderabad,Software Engineer,Finance,INR,1085460,13025.52,2019-10-30,6.2,Excellent,Hybrid
IND0233,IndEmp233,Last1233,ind233@company.com,India,Pune,Product Manager,Marketing,INR,1582042,18984.5,2022-07-27,3.5,Outstanding,On-Site
IND0234,IndEmp234,Last1234,ind234@company.com,India,Delhi,Sales Manager,Finance,INR,1214382,14572.58,2018-09-02,7.4,Satisfactory,Hybrid
IND0235,IndEmp235,Last1235,ind235@company.com,India,Bangalore,Engineering Manager,Marketing,INR,2655615,31867.38,2020-05-22,5.7,Good,Hybrid
IND0236,IndEmp236,Last1236,ind236@company.com,India,Hyderabad,Engineering Manager,Sales,INR,3584598,43015.18,2019-02-26,6.9,Good,Remote
IND0237,IndEmp237,Last1237,ind237@company.com,India,Mumbai,Software Engineer,Sales,INR,1519145,18229.74,2025-07-26,0.5,Good,On-Site
IND0238,IndEmp238,Last1238,ind238@company.com,India,Hyderabad,Engineering Manager,Marketing,INR,2112826,25353.91,2017-06-28,8.6,Outstanding,Hybrid
IND0239,IndEmp239,Last1239,ind239@company.com,India,Hyderabad,Data Scientist,Engineering,INR,1749450,20993.4,2021-06-14,4.6,Excellent,Remote
IND0240,IndEmp240,Last1240,ind240@company.com,India,Delhi,Senior Software Engineer,Engineering,INR,3159128,37909.54,2022-07-28,3.5,Outstanding,Hybrid
IND0241,IndEmp241,Last1241,ind241@company.com,India,Bangalore,Software Engineer,HR,INR,1253993,15047.92,2024-03-02,1.9,Good,Remote
IND0242,IndEmp242,Last1242,ind242@company.com,India,Pune,Product Manager,HR,INR,2679439,32153.27,2016-05-22,9.7,Satisfactory,Hybrid
IND0243,IndEmp243,Last1243,ind243@company.com,India,Delhi,Software Engineer,Engineering,INR,1629765,19557.18,2020-10-21,5.3,Good,Hybrid
IND0244,IndEmp244,Last1244,ind244@company.com,India,Delhi,Engineering Manager,Engineering,INR,3637040,43644.48,2022-06-16,3.6,Satisfactory,Remote
IND0245,IndEmp245,Last1245,ind245@company.com,India,Hyderabad,Sales Manager,Marketing,INR,1407905,16894.86,2023-10-06,2.3,Good,Remote
IND0246,IndEmp246,Last1246,ind246@company.com,India,Pune,Engineering Manager,Product,INR,3256281,39075.37,2021-12-30,4.1,Satisfactory,On-Site
IND0247,IndEmp247,Last1247,ind247@company.com,India,Delhi,Software Engineer,Product,INR,1781202,21374.42,2016-07-15,9.5,Good,Hybrid
IND0248,IndEmp248,Last1248,ind248@company.com,India,Pune,Software Engineer,Product,INR,1211762,14541.14,2019-08-22,6.4,Outstanding,On-Site
IND0249,IndEmp249,Last1249,ind249@company.com,India,Hyderabad,Engineering Manager,Sales,INR,2397341,28768.09,2019-06-08,6.6,Outstanding,On-Site
IND0250,IndEmp250,Last1250,ind250@company.com,India,Mumbai,Engineering Manager,Sales,INR,3993420,47921.04,2021-04-13,4.8,Outstanding,On-Site
IND0251,IndEmp251,Last1251,ind251@company.com,India,Hyderabad,Data Scientist,Marketing,INR,2058305,24699.66,2017-01-20,9.0,Good,Remote
IND0252,IndEmp252,Last1252,ind252@company.com,India,Delhi,Product Manager,HR,INR,2143686,25724.23,2023-04-03,2.8,Satisfactory,On-Site
IND0253,IndEmp253,Last1253,ind253@company.com,India,Bangalore,Engineering Manager,Finance,INR,2757494,33089.93,2016-03-11,9.9,Excellent,On-Site
IND0254,IndEmp254,Last1254,ind254@company.com,India,Pune,Product Manager,Sales,INR,1746594,20959.13,2018-08-30,7.4,Satisfactory,On-Site
IND0255,IndEmp255,Last1255,ind255@company.com,India,Delhi,Sales Manager,Product,INR,1357203,16286.44,2025-05-26,0.7,Good,Hybrid
IND0256,IndEmp256,Last1256,ind256@company.com,India,Hyderabad,Senior Software Engineer,Marketing,INR,2304100,27649.2,2024-05-20,1.7,Satisfactory,Hybrid
IND0257,IndEmp257,Last1257,ind257@company.com,India,Pune,Software Engineer,Sales,INR,1564721,18776.65,2023-10-16,2.3,Good,On-Site
IND0258,IndEmp258,Last1258,ind258@company.com,India,Delhi,Senior Software Engineer,Product,INR,2337807,28053.68,2018-05-15,7.7,Satisfactory,Remote
